id,num_rep,num_rep_per,len_conversation,total_compound_conv,tot_pos_sen,tot_neg_sen,sum_tfidf,avg_tfidf,avg_w2v_score,sum_w2v_score,Is_satisfied
voip-dda7c88c6e-20130323_053612,2,0.14285714285714285,28,-0.013442857142857144,0.14285714285714285,0.14285714285714285,5.799495178976008,0.08787113907539404,-0.0042553926,-0.11915099,0
voip-31de0daa7b-20130401_204621,11,0.55,40,0.0,0.0,0.0,3.6236573247491832,0.06837089291979591,-0.004889042638953672,-0.17600553500233218,0
voip-9819537952-20130327_023510,5,0.625,16,0.02062857142857144,0.14285714285714285,0.14285714285714285,2.8216530120081917,0.10077332185743544,-0.004904903777060099,-0.07357355665590147,0
voip-e61fa89add-20130326_004919,0,0.0,6,0.07543333333333334,0.3333333333333333,0.0,3.3114702037491206,0.12264704458330075,-0.0061610057,-0.036966032999999995,0
voip-7e07d8f0f5-20130328_190516,8,0.5714285714285714,28,0.055766666666666666,0.25,0.0,4.426133380360433,0.08511794962231603,-0.0052129289587565615,-0.13553615292767066,0
voip-0f41c16f2f-20130325_192310,4,0.6666666666666666,12,0.10275,0.3333333333333333,0.16666666666666666,2.8390581836255686,0.08350171128310498,-0.006210814346559346,-0.0683189578121528,0
voip-7f9c1c8411-20130401_164058,11,0.8461538461538461,26,0.021881818181818183,0.18181818181818185,0.09090909090909093,2.8789068646866456,0.07576070696543805,-0.008167542,-0.21235609,0
voip-59bc8a2167-20130325_141345,6,0.75,16,0.07945,0.25,0.0,3.3997041463352056,0.09999129842162367,-0.00747898803674616,-0.1121848205511924,0
voip-b08f15a787-20130402_071910,12,0.8571428571428571,28,0.03653636363636364,0.09090909090909093,0.0,3.544603069539556,0.0864537334034038,-0.005301956333116525,-0.14315282099414614,0
voip-d0341706f2-20130329_052811,3,0.75,8,0.0,0.0,0.0,2.4823112632960287,0.12411556316480145,-0.008469576999999999,-0.06775661599999999,0
voip-e8997b10da-20130329_000819,4,0.4444444444444444,18,0.04095555555555555,0.4444444444444444,0.1111111111111111,4.678410567566753,0.08506201031939553,-0.005835366,-0.10503659,0
voip-edb8609855-20130327_182651,8,0.5333333333333333,30,0.012615384615384612,0.15384615384615385,0.15384615384615385,4.536857436682277,0.07561429061137129,-0.006532758927076227,-0.17638449103105813,0
voip-edb8609855-20130327_182309,0,0.0,16,0.00965,0.125,0.0,4.0743320607921785,0.06905647560664711,-0.007809165692500148,-0.11713748538750225,0
voip-7e07d8f0f5-20130328_190850,10,0.8333333333333334,24,-0.0022799999999999986,0.1,0.1,1.7912756340965656,0.0663435420035765,-0.005906323806437499,-0.10040750470943748,0
voip-50af5438f1-20130327_042937,6,0.375,32,-0.011308333333333335,0.25,0.25,5.560951282357347,0.09425341156537877,-0.004300693556433544,-0.1075173389108386,0
voip-3b3edac94d-20130324_201858,4,0.5714285714285714,14,-0.012866666666666669,0.0,0.16666666666666666,3.182014239956324,0.08373721684095588,-0.0046775076,-0.065485105,0
voip-fe2783c40a-20130401_144421,0,0.0,12,-0.08778333333333332,0.0,0.16666666666666666,3.792902069667992,0.08070004403548918,-0.005258539699999999,-0.06310248,0
voip-f22c2bf9c7-20130326_015536,5,0.5555555555555556,18,0.04228571428571428,0.14285714285714285,0.0,2.9226831707343828,0.10438154181194224,-0.0062741749788983725,-0.10038679966237396,0
voip-d76851034e-20130326_221719,11,0.8461538461538461,26,0.21104615384615386,0.6153846153846154,0.07692307692307693,3.7916980399698432,0.0702166303698119,-0.005780427833087742,-0.14451069582719356,0
voip-318851c80b-20130328_215616,8,0.8,20,0.0695375,0.375,0.0,3.172680050300399,0.09914625157188747,-0.0041491029999999995,-0.08298206,0
voip-7e07d8f0f5-20130327_175512,3,0.5,12,0.0592,0.2,0.0,2.781532353806152,0.09271774512687173,-0.008368099732747809,-0.0920490970602259,0
voip-8991b7bff6-20130401_174015,4,0.3333333333333333,24,-0.0757875,0.125,0.25,4.49382042232582,0.08321889670973741,-0.006224536678545471,-0.11826619689236395,0
voip-249d0f617b-20130328_162005,2,0.3333333333333333,12,0.06698333333333333,0.16666666666666666,0.0,3.989912459500896,0.09499791570240228,-0.003955114,-0.04746137,0
voip-da4a08ad84-20130328_154747,9,0.75,24,-0.019854545454545455,0.09090909090909093,0.18181818181818185,3.0689933655677977,0.06819985256817328,-0.00466708257622288,-0.10734289925312623,0
voip-48c12815b3-20130326_011456,7,0.7,20,-0.0484375,0.0,0.125,4.787595421665898,0.08704718948483453,-0.005999205600000001,-0.11998411,0
voip-a31ca3e355-20130323_222700,12,0.631578947368421,38,0.07418823529411764,0.29411764705882354,0.0,4.855168353284151,0.0746948977428331,-0.006082988110515665,-0.22507056008907966,0
voip-187c1708f2-20130325_125747,3,0.3333333333333333,18,0.008577777777777778,0.1111111111111111,0.0,4.655632080083536,0.08621540889043586,-0.0070645576,-0.12716204,0
voip-7e07d8f0f5-20130328_191418,13,0.8125,32,0.11509375,0.4375,0.0625,2.5740010569105225,0.053625022018969216,-0.005320711326303667,-0.15430062846280634,0
voip-36440f7305-20130326_140559,13,0.8666666666666667,30,0.11731538461538465,0.3076923076923077,0.0,3.5390261132275587,0.07529842794101188,-0.0071556405,-0.21466921,0
voip-22c938c8ba-20130325_124542,19,0.9047619047619048,42,-0.005413333333333337,0.26666666666666666,0.26666666666666666,3.177915323365064,0.06620656923677216,-0.00801251474407955,-0.3044755602750229,0
voip-340dbb333e-20130325_230054,0,0.0,6,0.0,0.0,0.0,2.139398647715054,0.1125999288271081,-0.008792285,-0.05275371,0
voip-52d599db9c-20130326_213541,5,0.4545454545454545,22,0.06698333333333333,0.16666666666666666,0.0,4.212860026122435,0.10532150065306088,-0.0041734977,-0.09181695,0
voip-8991b7bff6-20130326_231411,2,0.5,8,0.0,0.0,0.0,1.830002450069799,0.10764720294528228,-0.0054547911509871495,-0.02727395575493574,0
voip-e3b4879e0d-20130327_030955,0,0.0,12,0.03771666666666667,0.16666666666666666,0.0,3.5339109152773265,0.08619294915310552,-0.0053137313,-0.06376477,0
voip-0f41c16f2f-20130402_005414,4,0.5,16,0.0,0.0,0.0,3.611171728337188,0.08398073786830669,-0.007184530600000001,-0.11495249,0
voip-e3b4879e0d-20130326_215254,0,0.0,8,0.0933,0.5,0.0,3.72413874460428,0.1006523985028184,-0.0059925606,-0.047940485,0
voip-fe4b6ef58f-20130325_220934,3,0.3,20,-0.0296,0.0,0.1,4.079341939816826,0.07998709685915344,-0.0054054369166907324,-0.0972978645004332,0
voip-fb0047e535-20130326_051359,2,0.5,8,0.0,0.0,0.0,2.3070459658117937,0.10486572571871793,-0.0056129377,-0.044903502000000005,0
voip-9f447ce48e-20130328_114744,5,0.5555555555555556,18,0.0384875,0.25,0.125,2.7085541613338484,0.07966335768628965,-0.004989641058879593,-0.07484461588319391,0
voip-7e07d8f0f5-20130327_174435,3,0.42857142857142855,14,0.07254285714285715,0.2857142857142857,0.14285714285714285,2.7243176797144466,0.08255508120346809,-0.004076080835567644,-0.05298905086237937,0
voip-ef9aa63b85-20130328_190838,16,0.8421052631578947,38,0.1410611111111111,0.4444444444444444,0.05555555555555555,3.3441207326334417,0.06431001408910465,-0.007631270396005777,-0.27472573425620794,0
voip-10beae627f-20130328_132217,18,0.6428571428571429,56,-0.016908000000000003,0.2,0.16,4.8967446326162785,0.061984109273623765,-0.0059949917718768115,-0.2997495885938406,0
voip-381a50592b-20130326_042242,9,0.75,24,0.02205714285714286,0.2857142857142857,0.0,3.4584179593011752,0.09347075565678853,-0.007834288448540738,-0.18018863431643692,0
voip-e3b4879e0d-20130327_033913,0,0.0,10,0.01544,0.2,0.0,3.302742194321316,0.08926330254922475,-0.008524414000000001,-0.08524414,0
voip-39a25ab2f8-20130326_120841,7,0.6363636363636364,22,0.2113888888888889,0.5555555555555556,0.0,3.6749665927184063,0.06681757441306194,-0.006508239,-0.14318126,0
voip-59bc8a2167-20130328_125821,5,0.5,20,0.00965,0.125,0.0,2.8997424798955413,0.061696648508415775,-0.004343597,-0.086871944,0
voip-340dbb333e-20130327_005751,10,0.7692307692307693,26,0.025084615384615386,0.15384615384615385,0.07692307692307693,3.798210578782231,0.07447471723102413,-0.004534484987137451,-0.10882763969129884,0
voip-922209b777-20130325_163118,6,0.6666666666666666,18,0.06698333333333333,0.16666666666666666,0.0,3.263589575334274,0.08368178398293011,-0.0036155283000000003,-0.06507951,0
voip-2d3d74d091-20130325_230144,5,0.625,16,-0.0387875,0.125,0.125,3.4850616773230385,0.09171214940323784,-0.007981317020797482,-0.11971975531196223,0
voip-b57f8ee22b-20130326_235613,2,0.2857142857142857,14,0.02205714285714286,0.2857142857142857,0.0,4.465153543742723,0.08930307087485445,-0.008420556183689488,-0.10946723038796337,0
voip-2d3d74d091-20130325_221539,3,0.375,16,-0.04432857142857143,0.14285714285714285,0.14285714285714285,3.0662307106768822,0.07862130027376621,-0.006290078,-0.10064125,0
voip-d7853a398f-20130401_152954,0,0.0,8,0.0193,0.25,0.0,3.3932978119364563,0.10282720642231684,-0.006680718,-0.053445745,0
voip-e3b4879e0d-20130326_023841,6,0.6666666666666666,18,0.04013333333333333,0.1111111111111111,0.0,3.72582722060987,0.08279616045799712,-0.0054641464,-0.09835464,0
voip-a8649977cf-20130323_161633,3,0.3333333333333333,18,0.01102857142857143,0.14285714285714285,0.0,3.809476958484997,0.09070183234488087,-0.006578536620295113,-0.11183512254501693,0
voip-15d8a89cec-20130327_021758,2,0.25,16,0.15794999999999998,0.375,0.125,4.72199194657168,0.10046791375684423,-0.0052255597,-0.083608955,0
voip-6d6587c57d-20130328_235137,6,0.6666666666666666,18,0.008150000000000004,0.125,0.125,4.418667828279681,0.1004242688245382,-0.005013158241126803,-0.08021053185802884,0
voip-7e07d8f0f5-20130328_191131,15,0.75,40,0.05137333333333333,0.26666666666666666,0.06666666666666668,3.0731167113645665,0.05798333417668994,-0.0051257371607899786,-0.16914932630606927,0
voip-b20968d1ea-20130323_111126,16,0.7619047619047619,42,0.022168421052631573,0.15789473684210525,0.0,5.459368058003738,0.08028482438240793,-0.006040794300710465,-0.24767256632912904,0
voip-0f41c16f2f-20130325_193723,4,0.5714285714285714,14,0.04638571428571429,0.14285714285714285,0.14285714285714285,4.117044798178658,0.1083432841625963,-0.0032949036,-0.04612865,0
voip-13ff413553-20130328_172247,20,0.7692307692307693,52,0.11456666666666665,0.3809523809523809,0.047619047619047616,3.4906855937955665,0.05288917566356919,-0.005186412084824158,-0.24376136798673545,0
voip-fe2783c40a-20130401_150347,4,0.4444444444444444,18,0.037000000000000005,0.125,0.0,4.004478525804015,0.10267893655907732,-0.007644507690201863,-0.1223121230432298,0
voip-8efef4eae9-20130325_232205,2,0.3333333333333333,12,0.04933333333333333,0.16666666666666666,0.0,4.015127120279433,0.10566124000735352,-0.006479983355595984,-0.07127981691155583,0
voip-59bc8a2167-20130328_115953,4,0.5714285714285714,14,0.13384000000000001,0.6,0.0,2.9291570386030914,0.08136547329453031,-0.009024603,-0.12634444,0
voip-fce37b0ccb-20130328_143934,0,0.0,16,0.1713285714285714,0.5714285714285714,0.0,4.194015115821613,0.08737531491295028,-0.006043436,-0.096694976,0
voip-0f41c16f2f-20130325_204340,0,0.0,10,0.0,0.0,0.0,3.3437384255219738,0.0955353835863421,-0.005359273,-0.05359273,0
voip-0241bbae39-20130327_195830,7,0.5833333333333334,24,0.0,0.0,0.0,3.2875488802165878,0.07305664178259083,-0.0029500995158395237,-0.061952089832630015,0
voip-8991b7bff6-20130401_180108,3,0.3,20,-0.031030000000000002,0.1,0.1,3.6935237562881453,0.0820783056952921,-0.006802734911233481,-0.12925196331343616,0
voip-2d3d74d091-20130328_192945,5,0.38461538461538464,26,0.06243846153846154,0.3076923076923077,0.07692307692307693,5.779701724187674,0.10139827586294163,-0.0031736275388697245,-0.07299343339400366,0
voip-78f497f314-20130324_140601,2,0.25,16,0.00965,0.125,0.0,4.584110410431796,0.07514935099068518,-0.0066347215,-0.106155545,0
voip-7e22911804-20130325_210616,0,0.0,16,0.02295,0.25,0.125,4.029896419938397,0.07603578150827164,-0.007652220207576952,-0.11478330311365426,0
voip-b27a230d2e-20130323_043834,7,0.5833333333333334,24,0.040945454545454535,0.2727272727272727,0.0,3.501769883968161,0.06866215458761099,-0.0075364374,-0.1808745,0
voip-597cfafdee-20130402_010156,7,0.875,16,0.1073625,0.375,0.125,3.7657421680592473,0.08368315929020549,-0.004164865550895532,-0.06247298326343297,0
voip-0fa32b1e78-20130328_152422,12,0.6666666666666666,36,0.014084615384615385,0.15384615384615385,0.07692307692307693,3.304709003479616,0.0590126607764217,-0.006565651059749403,-0.2297977870912291,0
voip-da10d74c3e-20130326_001047,2,0.25,16,0.04515,0.125,0.0,4.134764617776199,0.08614092953700414,-0.00312275227624923,-0.04684128414373845,0
voip-fe2783c40a-20130401_143116,2,0.25,16,-0.0177,0.25,0.125,3.6700261048677847,0.07196129617387813,-0.0049284482,-0.07885517,0
voip-52eb280e7b-20130326_214113,9,0.5294117647058824,34,0.02827333333333333,0.2,0.13333333333333333,5.365254689535015,0.09250439119887956,-0.006053110095143149,-0.1997526331397239,0
voip-ccf48b9a6a-20130329_042416,7,0.7777777777777778,18,-0.06458333333333334,0.0,0.16666666666666666,3.114924409218958,0.0916154238005576,-0.005018781,-0.09033806,0
voip-fe2783c40a-20130401_144320,4,0.8,10,0.07400000000000001,0.25,0.0,2.9093994014208358,0.22379995395544888,-0.0027275359999999996,-0.027275361,0
voip-78f497f314-20130324_201025,4,0.6666666666666666,12,0.13586666666666666,0.3333333333333333,0.16666666666666666,4.364801468812118,0.1015070109026074,-0.0047414163,-0.056896996,0
voip-597cfafdee-20130402_004903,9,0.9,20,-0.01901,0.1,0.2,3.1871750369969494,0.07412034969760348,-0.006530516174327778,-0.1240798073122278,0
voip-2c217000af-20130328_223847,5,0.625,16,0.14506249999999998,0.375,0.0,5.0250224721823225,0.11166716604849604,-0.0028342553000000005,-0.045348085,0
voip-96f43326a4-20130324_101528,3,0.21428571428571427,28,0.06042307692307693,0.38461538461538464,0.15384615384615385,5.2904746672333935,0.07347881482268599,-0.0076462068,-0.21409379,0
voip-6d6587c57d-20130329_000439,0,0.0,10,0.0,0.0,0.0,3.81274266653964,0.10033533332999052,-0.008196263,-0.08196263,0
voip-96f43326a4-20130324_100620,11,0.6875,32,0.05143333333333334,0.26666666666666666,0.06666666666666668,3.6841236606292007,0.06351937345912416,-0.0054102692141191995,-0.16771834563769514,0
voip-39a25ab2f8-20130328_150729,3,0.5,12,0.10352,0.4,0.0,3.081291985771468,0.07900748681465301,-0.005760379,-0.06912455,0
voip-e3b4879e0d-20130326_024044,0,0.0,18,-0.0387875,0.125,0.125,3.528435903001806,0.07670512832612622,-0.007606690699999999,-0.13692044,0
voip-31de0daa7b-20130402_132633,11,0.7857142857142857,28,0.12034285714285713,0.42857142857142855,0.07142857142857142,2.839587345070496,0.06453607602432945,-0.005757672697022234,-0.13242647203151134,0
voip-ec3c3aaf98-20130323_142016,4,0.3636363636363637,22,0.05974545454545455,0.18181818181818185,0.0,5.763785154446192,0.08867361776071066,-0.0036356444285653797,-0.07634853299987299,0
voip-2d3d74d091-20130328_182952,8,0.7272727272727273,22,0.06659,0.2,0.1,3.885334943741528,0.10500905253355483,-0.006775435820025833,-0.12873328058049086,0
voip-4660dd9eab-20130329_075906,3,0.3333333333333333,18,0.2085142857142857,0.5714285714285714,0.14285714285714285,3.4219459497399543,0.07777149885772623,-0.0027158046000000003,-0.04888448,0
voip-fe2783c40a-20130401_143504,4,0.5714285714285714,14,0.0,0.14285714285714285,0.14285714285714285,2.2104782005606602,0.0884191280224264,-0.008844896971892852,-0.11498366063460708,0
voip-da10d74c3e-20130326_001657,3,0.5,12,0.11323333333333335,0.3333333333333333,0.0,4.090239392311879,0.09738665219790188,-0.0020952582999999997,-0.025143099999999998,0
voip-10beae627f-20130328_122107,9,0.75,24,-0.020440000000000003,0.2,0.2,1.9675660104192558,0.05786958854174281,-0.004234603624545822,-0.08045746886637062,0
voip-9f989824fd-20130324_072907,7,0.875,16,-0.03047142857142857,0.14285714285714285,0.2857142857142857,2.9021994341439585,0.08535880688658704,-0.00777605712840644,-0.1166408569260966,0
voip-14cb91bc48-20130327_182446,8,0.6153846153846154,26,0.03322,0.2,0.1,3.3066869503037863,0.07348193222897302,-0.00502089405665174,-0.12552235141629353,0
voip-10beae627f-20130401_164712,15,0.8333333333333334,36,0.12598571428571428,0.42857142857142855,0.0,3.542373413481124,0.07084746826962247,-0.002514762514157851,-0.08550192548136692,0
voip-14cb91bc48-20130327_190136,8,0.6153846153846154,26,-0.04257,0.0,0.3,5.137623024699447,0.10275246049398896,-0.003404051464961165,-0.07488913222914563,0
voip-6d6587c57d-20130328_140525,2,0.25,16,0.1519625,0.5,0.0,3.884296140467847,0.08631769201039659,-0.0042609745000000004,-0.06817559,0
voip-7e22911804-20130325_202635,3,0.5,12,-0.004383333333333332,0.16666666666666666,0.16666666666666666,3.5345249578738063,0.07854499906386236,-0.004597434724564664,-0.04597434724564664,0
voip-9819537952-20130328_232122,2,0.25,16,0.00965,0.125,0.0,3.1072424705980954,0.06904983267995768,-0.009178629,-0.14685807,0
voip-52eb280e7b-20130326_212546,6,0.5,24,0.008825,0.08333333333333333,0.08333333333333333,3.13285364431124,0.09214275424444823,-0.006008401568539304,-0.138193236076404,0
voip-78f497f314-20130323_144347,6,0.5,24,-0.02102,0.1,0.2,5.379906505203158,0.08406103914379932,-0.0051806894304096025,-0.09843309917778242,0
voip-340dbb333e-20130327_010913,4,0.25,32,0.11855625,0.375,0.0625,4.604068808472541,0.10707136763889633,-0.0053902163523279365,-0.16709670692216605,0
voip-d66e12b45c-20130327_173320,4,0.8,10,-0.0592,0.0,0.2,2.865106379003583,0.20465045564311307,-0.003299840274848975,-0.0263987221987918,0
voip-88b68a9a41-20130322_221731,15,0.8333333333333334,36,0.14224705882352942,0.5294117647058824,0.1176470588235294,3.9758067409893063,0.06854839208602254,-0.007853143,-0.28271315,0
voip-e3b4879e0d-20130327_031211,2,0.13333333333333333,30,0.04144666666666666,0.2,0.0,5.462619261828326,0.08033263620335772,-0.006721729,-0.20165187,0
voip-64150aca03-20130401_194320,10,0.6666666666666666,30,0.03543076923076924,0.2307692307692308,0.07692307692307693,2.967958939131482,0.0645208465028583,-0.0034947269910480827,-0.08736817477620208,0
voip-7e07d8f0f5-20130328_190156,11,0.8461538461538461,26,0.2325375,0.625,0.0,4.041272948281017,0.09622078448288136,-0.004054366648197174,-0.10135916620492937,0
voip-78f497f314-20130323_183806,0,0.0,6,0.0,0.0,0.0,2.6372089971446027,0.12558138081640965,-0.0071572773,-0.042943664000000006,0
voip-59bc8a2167-20130328_113646,6,0.4615384615384616,26,0.055766666666666666,0.25,0.0,4.3979046908124975,0.08297933378891505,-0.00853404002264142,-0.2133510005660355,0
voip-bde2721237-20130325_154428,5,0.7142857142857143,14,0.0602,0.16666666666666666,0.0,4.039317162372375,0.10098292905930936,-0.006093598,-0.08531037,0
voip-8991b7bff6-20130326_231255,3,0.375,16,0.08308750000000001,0.375,0.0,3.36408187577408,0.07645640626759273,-0.004828632,-0.07725811,0
voip-78f497f314-20130324_203349,4,0.6666666666666666,12,0.04933333333333333,0.16666666666666666,0.0,3.6989844891234047,0.09021913388105864,-0.0075635406999999995,-0.09076249,0
voip-561b472540-20130328_124350,0,0.0,8,0.0,0.0,0.0,3.7833270934866268,0.10225208360774668,-0.004056507,-0.032452054,0
voip-7f9c1c8411-20130328_141000,18,0.8571428571428571,42,0.009627272727272727,0.09090909090909093,0.09090909090909093,3.328195606139863,0.06933740846124715,-0.004596502941756233,-0.1700706088449806,0
voip-5749b16764-20130328_150400,4,0.6666666666666666,12,0.06698333333333333,0.16666666666666666,0.0,3.402507338907077,0.10007374526197288,-0.00937562,-0.11250744,0
voip-48c12815b3-20130326_034916,16,0.64,50,0.014786956521739131,0.21739130434782608,0.13043478260869565,4.782831426304384,0.0597853928288048,-0.007629621861863653,-0.37385147123131895,0
voip-187c1708f2-20130325_130444,10,0.7142857142857143,28,0.005433333333333336,0.08333333333333333,0.08333333333333333,2.5621000260501394,0.0674236848960563,-0.006460521031000938,-0.1679735468060244,0
voip-317a1436fe-20130325_170800,4,0.5714285714285714,14,0.01102857142857143,0.14285714285714285,0.0,3.4715568049063528,0.0938258595920636,-0.007448456700000001,-0.10427839,0
voip-8991b7bff6-20130401_173851,5,0.5555555555555556,18,-0.06507142857142857,0.14285714285714285,0.2857142857142857,5.2057290572326345,0.10623936851495172,-0.0061101372999999995,-0.10998247,0
voip-202b6a3cc4-20130327_184449,4,0.5714285714285714,14,0.12295714285714285,0.2857142857142857,0.0,3.18719170925828,0.08853310303495222,-0.004552942,-0.063741185,0
voip-8efef4eae9-20130325_234031,0,0.0,6,-0.12916666666666668,0.0,0.3333333333333333,3.3685584504772907,0.18714213613762729,-0.005639771500000001,-0.03383863,0
voip-6dbc3573bc-20130328_192107,0,0.0,10,0.01544,0.2,0.0,4.047059460897029,0.09870876733895192,-0.008228974132281209,-0.0740607671905309,0
voip-52d599db9c-20130323_075058,4,0.3076923076923077,26,-0.046638461538461545,0.07692307692307693,0.15384615384615385,5.7893864574002984,0.07930666380000406,-0.005727521892404185,-0.1431880473101046,0
voip-59bc8a2167-20130325_133335,6,0.6,20,0.030355555555555563,0.1111111111111111,0.0,4.289805129456392,0.10213821736800932,-0.004578335379176822,-0.08698837220435962,0
voip-4a6ecc1f1c-20130329_152840,8,0.5333333333333333,30,0.08302142857142858,0.2857142857142857,0.07142857142857142,5.367041693301668,0.0801050999000249,-0.005828988202446108,-0.16904065787093714,0
voip-8991b7bff6-20130401_165927,2,0.2857142857142857,14,0.10014285714285713,0.2857142857142857,0.14285714285714285,3.85199473582348,0.096299868395587,-0.004512301,-0.063172214,0
voip-3be3bda933-20130326_124519,13,0.5909090909090909,44,0.031081818181818183,0.2272727272727273,0.13636363636363635,4.370171099006529,0.05602783460264781,-0.0064635003578760435,-0.27146701503079385,0
voip-935947e17b-20130328_165646,8,0.42105263157894735,38,0.17088124999999998,0.5625,0.0,5.084334673696915,0.0726333524813845,-0.007756695140010884,-0.27924102504039183,0
voip-e0035cc31b-20130323_210352,3,0.42857142857142855,14,0.07984999999999999,0.3333333333333333,0.0,3.9036830789635903,0.10550494808009704,-0.007641274,-0.106977835,0
voip-edb8609855-20130327_182512,0,0.0,14,-0.07002857142857143,0.0,0.2857142857142857,4.5537261472575326,0.08131653834388451,-0.007950843,-0.11131179999999999,0
voip-7f9c1c8411-20130328_141931,16,0.8421052631578947,38,0.020586666666666663,0.26666666666666666,0.0,5.026962485741367,0.07979305532922805,-0.006468985,-0.24582145,0
voip-187c1708f2-20130325_134928,7,0.4666666666666667,30,-0.0017363636363636366,0.0,0.09090909090909093,3.9201901983802587,0.08167062913292207,-0.007613670649930257,-0.22079644884797744,0
voip-78f497f314-20130324_201923,3,0.5,12,0.16935,0.5,0.0,3.3071594297535043,0.08703051130930274,-0.007959043,-0.095508516,0
voip-d225fad9df-20130328_205151,0,0.0,10,0.01544,0.2,0.0,3.9116597418662726,0.08890135776968801,-0.0073329187,-0.07332919,0
voip-31de0daa7b-20130401_220217,17,0.8947368421052632,38,0.2258,0.5,0.0,3.6593717233223986,0.06653403133313453,-0.004751702057940232,-0.17581297614378855,0
voip-a8649977cf-20130323_161448,11,0.7857142857142857,28,-0.0352,0.125,0.25,2.6205649590907405,0.07082607997542542,-0.00615276099415496,-0.14766626385971904,0
voip-0f41c16f2f-20130402_005804,0,0.0,6,0.0,0.0,0.0,2.5080340743039766,0.13933522635022091,-0.0060668946,-0.03640137,0
voip-340dbb333e-20130325_231020,0,0.0,10,0.323875,0.75,0.0,4.598608152007534,0.10219129226683407,-0.005442280999999999,-0.054422807000000004,0
voip-e3b4879e0d-20130326_215705,9,0.5,36,-0.07119411764705882,0.05882352941176471,0.29411764705882354,5.182995415331939,0.08359670024728934,-0.005934272282729579,-0.18989671304734654,0
voip-10beae627f-20130328_125615,13,0.5416666666666666,48,0.18746666666666667,0.4166666666666667,0.041666666666666664,5.807792912630696,0.07351636598266703,-0.0054256264754157105,-0.2441531913937069,0
voip-8991b7bff6-20130326_230855,5,0.4166666666666667,24,0.06295454545454546,0.18181818181818185,0.09090909090909093,3.7788919151726903,0.07712024316678959,-0.006448506721591746,-0.14186714787501842,0
voip-199d62165b-20130402_124137,8,0.5714285714285714,28,0.05968571428571427,0.21428571428571427,0.07142857142857142,5.332371575512841,0.08079350871989154,-0.005529873,-0.15483645,0
voip-c8821c664b-20130322_222908,2,0.2222222222222222,18,0.025144444444444445,0.1111111111111111,0.0,4.290158779876576,0.08250305345916492,-0.0046979357,-0.08456284,0
voip-39a25ab2f8-20130329_010257,6,0.5,24,0.04187272727272727,0.2727272727272727,0.09090909090909093,4.769894106760319,0.0935273354266729,-0.003874392197411951,-0.08136223614565098,0
voip-10beae627f-20130328_164850,3,0.6,10,0.3447,0.6,0.0,2.9795496997275186,0.13543407726034176,-0.006304548,-0.06304548,0
voip-4c0d36762a-20130328_201131,22,0.9166666666666666,48,0.0878611111111111,0.4444444444444444,0.2222222222222222,2.8012272634331072,0.08003506466951735,-0.006834655657850975,-0.3143941602611449,0
voip-10beae627f-20130329_125733,6,0.2727272727272727,44,0.10779999999999998,0.42105263157894735,0.0,4.682910949863153,0.057813715430409314,-0.007146397408048091,-0.3001486911380198,0
